2;1;37.60;48;20;3;1;4;1;1;1;3;2;1;4;1;1;37.00;5.50;4;4;3;1;02205;00000;00000;2
1;1;38.00;42;68;4;1;1;1;3;3;2;2;2;4;4;4;41.00;7.60;4;4;1;1;02205;00000;00000;2
1;1;38.70;4;4;3;1;3;1;5;4;2;4;4;4;4;4;33.00;6.50;2;4;1;1;31110;00000;00000;2
1;1;37.40;50;32;3;3;4;1;4;4;1;2;1;4;1;4;45.00;7.90;2;1.00;1;1;02208;00000;00000;1
1;1;37.4;84;20;4;4;3;1;2;3;3;4;4;4;4;4;31;61;4;1;3;2;02208;00000;00000;2
1;1;38.40;49;4;4;4;1;1;4;4;1;2;1;4;4;4;44.00;7.60;4;4;1;1;02206;00000;00000;2
1;1;37.80;30;12;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;02113;00000;00000;2
2;1;37.60;88;36;3;1;1;1;3;3;2;1;3;1.50;4;4;44.00;6.00;4;4;2;1;01400;00000;00000;2
4;1;38.0;48;20;3;1;3;1;4;3;1;2;1;4;3;5;43;73;2;1;4;1;03111;00000;00000;2
2;1;37.90;40;24;1;1;1;1;2;3;1;4;4;4;4;3;40.00;5.70;4;4;1;1;00400;00000;00000;2
1;1;4;100;4;3;4;4;2;5;4;4;2;4;4;2;4;59.00;6.30;4;4;2;1;04205;00000;00000;2
1;9;38.10;136;48;3;3;3;1;5;1;3;2;2;4.40;2;4;33.00;4.90;2;2.90;2;1;02205;00000;00000;1
1;1;4;4;4;3;3;3;2;5;3;3;3;2;4;4;5;46.00;5.90;4;4;2;1;03025;00000;00000;2
1;1;38;48;4;1;1;1;1;1;2;4;2;2;4;4;5;4;4;4;4;1;1;03111;00000;00000;2
2;1;38;56;4;1;2;3;1;1;1;1;1;1;4;1;1;42;71;4;4;1;2;00000;00000;00000;2
2;1;38;60;32;1;1;4;1;3;3;4;1;1;4;4;4;50;7.0;1;1;1;2;00000;00000;00000;2
1;1;38.10;44;9;3;1;1;1;2;2;1;1;1;4;4;5;31.00;7.30;4;4;1;2;05124;00000;00000;2
2;1;36.00;42;30;4;4;5;1;4;4;4;4;4;4;4;4;64.00;6.80;4;4;2;2;01400;00000;00000;2
1;1;4;120;4;4;3;6;2;5;4;4;4;4;4;4;5;57.00;4.50;3;3.90;2;1;03205;00000;00000;1
1;1;37.80;48;28;1;1;1;2;1;2;1;2;4;4;1;1;46.00;5.90;2;7.00;1;2;00000;00000;00000;1
1;1;37.1;84;40;3;3;6;1;2;4;4;3;2;2;4;5;75;81;4;4;3;2;01400;00000;00000;2
2;1;4;80;32;3;3;2;1;2;3;3;2;1;4;3;4;50;80;4;4;1;1;00000;00000;00000;2
1;1;38.2;48;4;1;3;3;1;3;4;4;1;3;2;4;5;42;71;4;4;1;1;03111;00000;00000;2
2;1;38.00;44;12;2;1;3;1;3;4;3;1;2;6.50;1;4;33.00;6.50;4;4;2;1;02209;00000;00000;2
1;1;38.30;132;4;4;3;6;2;2;4;2;2;3;6.20;4;4;57.00;8.00;4;5.20;1;1;02112;00000;00000;1
2;1;38.7;48;24;4;4;4;4;1;1;4;1;1;4;1;4;34;63;4;4;1;2;00000;00000;00000;2
2;1;38.9;44;14;3;1;1;1;2;3;2;4;4;4;4;2;33;64;4;4;1;2;00000;00000;00000;2
1;1;39.30;4;4;4;3;6;2;4;4;2;1;3;4.00;4;4;75.00;4;3;4.30;2;1;02207;00000;00000;1
1;1;4;100;4;3;3;4;2;4;4;4;2;1;2;4;4;68;64;3;2;1;1;02209;00000;00000;2
2;1;38.60;48;20;3;1;1;1;1;3;2;2;1;4;3;2;50.00;7.30;1;4;1;2;03111;00000;00000;1
2;1;38.8;48;40;1;1;3;1;3;3;4;2;4;4;4;5;41;65;4;4;1;1;04124;00000;000000;2
2;1;38.00;48;20;3;3;4;1;1;4;2;2;4;5.00;4;2;49.00;8.30;1;4;1;2;00400;00000;00000;1
2;1;38.60;52;20;1;1;1;1;3;3;2;1;1;4;1;3;36.00;6.60;1;5.00;1;2;00000;00000;00000;1
1;1;37.8;60;24;1;4;3;2;4;4;4;2;3;2;4;5;52;75;4;4;3;1;02205;00000;00000;2
2;1;38.00;42;40;3;1;1;1;3;3;1;4;4;4;4;4;4;4;4;4;1;2;03111;00000;00000;2
2;1;4;4;12;1;1;2;1;2;1;2;3;1;4;1;3;44.00;7.50;2;4;1;2;00000;00000;00000;1
1;1;4;4;4;4;4;4;4;4;4;4;1;1;4;4;5;35;58;2;1;1;1;04205;00000;00000;2
1;1;38.30;42;24;4;4;4;1;4;4;4;4;4;4;4;4;40.00;8.50;4;4;2;1;07113;00000;00000;2
2;1;39.5;60;10;3;4;4;2;3;3;2;2;1;4;3;4;38;56;1;4;1;2;00000;00000;00000;2
1;1;38;66;20;1;3;3;1;5;3;1;1;1;4;3;4;46;46;3;2;3;1;06209;00000;00000;2
1;1;38.70;76;4;1;1;5;2;3;3;2;2;2;4;4;4;50.00;8.00;4;4;1;1;02208;00000;00000;1
1;1;39.4;120;48;4;4;5;1;4;3;3;1;4;4;4;4;56;64;1;2;3;2;01400;00000;00000;2
1;1;38.30;40;18;1;1;1;1;3;1;1;4;4;4;2;1;43.00;5.90;1;4;1;2;00000;00000;00000;1
2;1;4;44;24;1;1;1;1;3;3;1;2;1;4;4;1;4;6.30;4;4;1;2;03111;00000;00000;2
1;1;38.40;104;40;1;1;3;1;2;4;2;2;3;6.50;4;4;55.00;8.50;4;4;1;1;02124;00000;00000;2
1;1;4;65;24;4;4;4;2;5;4;4;3;1;4;4;5;4;4;4;4;3;1;03205;00000;00000;2
2;1;37.5;44;20;1;1;3;1;4;1;1;4;4;4;1;4;35;7.2;4;4;1;2;00000;00000;00000;2
2;1;39.00;86;16;3;3;5;4;3;3;3;4;2;4;4;4;68.00;5.80;3;6.00;2;1;05400;00000;00000;1
1;1;38.5;129;48;3;3;3;1;2;4;3;1;3;2;4;4;57;66;3;2;1;1;02206;00000;00000;2
1;1;4;104;4;3;3;5;2;2;4;3;4;3;4;4;4;69.00;8.60;2;3.40;2;1;02207;00000;00000;1
2;1;4;4;4;3;4;6;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;03400;00000;00000;1
1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;02208;00000;00000;2
1;1;38.2;60;30;1;1;3;1;3;3;1;2;1;4;3;2;48;66;4;4;1;1;06112;00000;00000;2
1;1;4;68;14;4;4;4;1;4;4;4;4;1;4.30;4;4;4;4;2;2.80;2;1;04205;00000;00000;1
1;1;4;60;30;3;3;4;2;5;4;4;1;1;4;4;4;45;70;3;2;1;1;06111;03111;00000;2
2;1;38.50;100;4;3;3;5;2;4;3;4;2;1;4;4;5;4;4;4;4;3;2;01111;00000;00000;1
1;1;38.40;84;30;3;1;5;2;4;3;3;2;3;6.50;4;4;47.00;7.50;3;4;2;1;02300;00000;00000;2
2;1;37.80;48;14;4;4;1;1;3;4;2;1;3;5.30;1;4;35.00;7.50;4;4;1;2;03111;00000;00000;1
1;1;38.00;4;24;3;3;6;2;5;4;4;1;1;4;4;4;68.00;7.80;4;4;2;1;02205;00000;00000;2
2;1;37.8;56;16;1;1;2;1;2;1;1;2;1;4;1;4;44;68;1;1;1;2;00000;00000;00000;2
2;1;38.2;68;32;2;2;2;1;1;1;1;3;1;4;1;1;43;65;4;4;1;2;00000;00000;00000;2
1;1;38.5;120;60;4;3;6;2;4;3;4;4;4;4;4;4;54;4;4;4;1;1;05400;00000;00000;2
1;1;39.30;64;90;2;3;1;1;4;3;1;1;2;4;4;4;39.00;6.70;4;4;1;1;21110;00000;00000;2
1;1;38.40;80;30;4;3;1;1;3;3;3;3;3;4;4;5;32.00;6.10;3;4.30;1;1;07209;00000;00000;1
1;1;38.5;60;4;1;1;4;1;4;1;1;4;4;4;4;4;33;53;1;4;1;1;04111;00000;00000;2
1;1;38.30;60;16;3;1;1;1;2;1;1;2;2;3.00;1;4;30.00;6.00;1;3.00;1;1;31110;00000;00000;2
1;1;37.10;40;8;4;1;4;1;3;3;1;1;1;4;3;3;23.00;6.70;3;4;1;1;03133;00000;00000;1
2;9;4;100;44;2;1;1;1;4;1;1;4;4;4;1;4;37.00;4.70;4;4;1;2;07111;00000;00000;2
1;1;38.2;48;18;1;1;1;1;3;3;3;1;2;4;4;4;48;74;1;2;1;1;05111;00000;00000;2
1;1;4;60;48;3;3;4;2;4;3;4;4;4;4;4;4;58.00;7.60;4;4;2;1;03205;00000;00000;2
2;1;37.9;88;24;1;1;2;1;2;2;1;4;4;4;4;1;37;56;4;4;1;2;00000;00000;00000;2
2;1;38.0;44;12;3;1;1;4;4;1;2;4;4;4;1;4;42;64;4;4;1;2;00000;00000;00000;2
2;1;38.50;60;20;1;1;5;2;2;2;1;2;1;4;2;3;63.00;7.50;2;2.30;3;2;00300;00000;00000;1
2;1;38.50;96;36;3;3;4;2;2;4;2;1;2;4;4;5;70.00;8.50;4;4;2;1;01400;00000;00000;1
2;1;38.3;60;20;1;1;1;2;1;3;1;4;4;4;3;4;34;66;4;4;1;2;00000;00000;00000;2
2;1;38.5;60;40;3;1;2;1;2;1;2;4;4;4;3;2;49;59;4;4;1;2;00000;00000;00000;2
1;1;37.30;48;12;1;4;3;1;3;1;3;2;1;4;3;3;40.00;6.60;2;4;1;1;03205;00000;00000;1
1;1;38.50;86;4;1;1;3;1;4;4;3;2;1;4;3;5;45.00;7.40;1;3.40;2;1;03209;00000;00000;1
1;1;37.5;48;40;4;4;4;4;4;4;4;1;1;4;4;5;41;55;3;2;3;1;02208;00000;00000;2
2;1;37.20;36;9;1;1;1;1;2;3;1;2;1;4;4;1;35.00;5.70;4;4;1;2;31110;00000;00000;2
1;1;39.20;4;23;3;1;3;1;4;4;2;2;4;4;4;4;36.00;6.60;1;3.00;1;1;03115;00000;00000;1
2;1;38.50;100;4;3;3;5;2;4;3;4;2;1;4;4;5;4;4;4;4;3;2;04124;00000;00000;2
1;1;38.5;96;30;2;3;4;2;4;4;3;2;1;4;3;5;50;65;4;4;1;1;06111;03112;00000;2
1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;45.00;8.70;4;4;2;1;02208;00000;00000;2
1;1;37.8;88;80;3;3;5;2;4;3;3;2;3;4;4;5;64;89;4;4;3;1;03205;00000;00000;2
2;1;37.5;44;10;3;1;1;1;3;1;2;2;4;4;3;3;43;51;1;1;1;2;00000;00000;00000;2
1;1;37.90;68;20;4;1;2;1;2;4;2;4;4;4;1;5;45.00;4.00;3;2.80;2;1;05400;00000;00000;1
1;1;38.00;86;24;4;3;4;1;2;4;4;1;1;4;4;5;45.00;5.50;1;10.10;2;1;03111;00000;00000;1
1;9;38.90;120;30;1;3;2;2;3;3;3;3;1;3.00;4;4;47.00;6.30;1;4;1;2;02124;00000;00000;2
1;1;37.60;45;12;3;1;3;1;4;2;2;2;1;4;1;4;39.00;7.00;2;1.50;1;1;02112;00000;00000;1
2;1;38.60;56;32;2;1;1;1;1;1;1;2;4;4;2;4;40.00;7.00;2;2.10;1;2;00000;00000;00000;1
1;1;37.80;40;12;1;1;1;1;1;2;1;2;1;4;1;2;38.00;7.00;4;4;1;1;03111;00000;00000;2
2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;00000;00000;00000;2
1;1;38.00;76;18;4;4;4;2;4;4;4;4;4;4;4;4;71.00;11.00;4;4;1;1;02209;00000;00000;1
1;1;38.1;40;36;1;2;2;1;2;2;4;4;4;4;4;4;4;4;4;4;3;1;03112;00000;00000;2
1;1;4;52;28;3;3;4;1;3;4;3;2;1;4;4;4;37.00;8.10;4;4;1;1;02111;00000;00000;2
1;1;39.2;88;58;4;4;4;2;5;4;4;4;4;4;4;4;4;4;2;2;3;2;03205;00000;00000;2
1;1;38.5;92;40;4;3;4;1;2;4;3;4;4;4;4;4;46;67;2;2;1;1;02208;00000;00000;2
1;1;4;112;13;4;4;4;1;2;3;1;2;1;4.50;4;4;60.00;6.30;3;4;1;1;02205;00000;00000;1
1;1;37.70;66;12;1;1;3;1;3;3;2;2;4;4;4;4;31.50;6.20;2;1.60;1;1;02208;00000;00000;1
1;1;38.8;50;14;1;1;1;1;3;1;1;1;1;4;3;5;38;58;4;4;1;1;03111;00000;00000;2
2;1;38.40;54;24;1;1;1;1;1;3;1;2;1;4;3;2;49.00;7.20;1;8.00;1;2;03111;00000;00000;1
1;1;39.20;120;20;4;3;5;2;2;3;3;1;3;4;4;4;60.00;8.80;3;4;2;1;02205;00000;00000;2
